Nº del SIN;nombre_codex;cod_codex_std;sinonimos;comentarios;idioma
501(ii);501ii;Carbonato ácido de potasio;HIDROGENOCARBONATO DE POTASSIO;;portugues
503(i);503i;Carbonato de amonio;,CARBONATO DE AMONIO;;portugues
503(ii);503ii;Carbonato ácido de amonio;BICARBONATO DE AMONIO;;portugues
503(ii);503ii;Carbonato ácido de amonio;INS 503II;;portugues
503(ii);503ii;Carbonato ácido de amonio;HIDROGENOCARBONATO DE AMONIO;;portugues
504(i);504i;Carbonato de magnesio;,CARBONATO DE MAGNESIO;;portugues
504(ii);504ii;Carbonato ácido de magnesio;BICARBONATO DE MAGNESIO;;portugues
504(ii);504ii;Carbonato ácido de magnesio;HIDROGENOCARBONATO DE MAGNESIO;;portugues
514(i);514i;Sulfato de sodio;SULFATO DE SODIO;;portugues
514(ii);514ii;Hidrogensulfato de sodio;HIDROGENOSSULFATO DE SODIO;;portugues
515(i);515i;Sulfato de potásio;SULFATO DE POTASSIO;;portugues
541(i);541i;Fosfato de aluminio y sodio, ácido;FOSFATO DE ALUMINIO E SODIO, ACIDO;;portugues
541(i);541i;Fosfato de aluminio y sodio, ácido;FOSFATO ACIDO DE ALUMINIO E SODIO;;portugues
541(ii);541ii;Fosfato de aluminio y sodio, básico;FOSFATO DE ALUMINIO E SODIO, BASICO;;portugues
541(ii);541ii;Fosfato de aluminio y sodio, básico;FOSFATO BASICO DE ALUMINIO E SODIO;;portugues
553(i);553i;Silicato de magnesio, sintético;SILICATO DE MAGNESIO, SINTETICO;;portugues
553(i);553i;Silicato de magnesio, sintético;SILICATO DE MAGNESIO SINTETICO;;portugues
553(iii);553iii;Talco;TALCO;;portugues
900a;900a;Polidimetilsiloxano;POLIDIMETILSILOXANO;;portugues
905c(i);905ci;Cera microcristalina;CERA MICROCRISTALINA;;portugues
905d;905d;Aceite mineral de alta viscosidad;OLEO MINERAL DE ALTA VISCOSIDADE;;portugues
905d;905d;Aceite mineral de alta viscosidad;OLEO MINERAL, ALTA VISCOSIDADE;;portugues
905e;905e;Aceite mineral, viscosidad media;OLEO MINERAL DE VISCOSIDADE MEDIA;;portugues
905e;905e;Aceite mineral, viscosidad media;OLEO MINERAL, VISCOSIDADE MEDIA;;portugues
927a;927a;Azodicarbonamida;INS927;;portugues
927a;927a;Azodicarbonamida;AZODICARBONAMIDA;;portugues
952(i);952i;Ácido ciclámico;ACIDO CICLAMICO;;portugues
952(ii);952ii;Ciclamato de calcio;CICLAMATO DE CALCIO;;portugues
952(iv);952iv;Ciclamato de sodio;INS 952;;portugues
952(iv);952iv;Ciclamato de sodio;CICLAMATO DE SODIO;;portugues
954(i);954i;Sacarina;INS 954;;portugues
954(i);954i;Sacarina;,SACARINA;;portugues
954(ii);954ii;Sacarina de calcio;SACARINA DE CALCIO;;portugues
954(iii);954iii;Sacarina de potasio;SACARINA DE POTASSIO;;portugues
954(iv);954iv;Sacarina de sodio;SACARINA DE SODIO;;portugues
954(iv);954iv;Sacarina de sodio;SACARINA SODICA;;portugues
960a;960a;Glicósidos de esteviol de estevia; GLICOSIDEOS DE ESTEVIOL DE STEVIA REBAUDIANA BERTONI;;portugues
960a;960a;Glicósidos de esteviol de estevia;ESTEVIA;;portugues
960a;960a;Glicósidos de esteviol de estevia;GLICOSIDEO DE ESTEVIOL;;portugues
960a;960a;Glicósidos de esteviol de estevia;GLICOSIDEOS DE ESTEVIOL;;portugues
960a;960a;Glicósidos de esteviol de estevia;GLICOSIDEOS DE ESTEVIOL DE ESTEVIA;;portugues
960b(i);960bi;Rebaudiósido A de múltiples donadores de genes expresado en Yarrowialipolytica;REBAUDIOSIDEO A DE VARIOS DE GENES EXPRESSOS EM YARROWIALIPOLYTICA;;portugues
965(i);965i;Maltitol;EDULCORANTE MALTITOL;;portugues
965(i);965i;Maltitol;EDULCORANTE NATURAL MALTITOL;;portugues
965(i);965i;Maltitol;EDULCORANTES MALTITOL;;portugues
965(i);965i;Maltitol;ESTABILIZANTE MALTITOL;;portugues
965(i);965i;Maltitol;"	EDULCORANTES NATURAIS MALTITOL";;portugues
965(i);965i;Maltitol;: MALTITOL;;portugues
965(i);965i;Maltitol;,MALTITOL;;portugues
965(ii);965ii;Jarabe de maltitol;XAROPE DE MALTITOL;;portugues
999(i);999i;Extracto de quilaya, tipo 1;EXTRATO DE QUILAIA TIPO 1;;portugues
999(ii);999ii;Extracto de quilaya, tipo 2;EXTRATO DE QUILAIA TIPO 2;;portugues
ALMIDON_MOD;ALMIDON_MOD;ALMIDON_MOD;AMIDO MODIFICADO;;portugues
ALMIDON_MOD;ALMIDON_MOD;ALMIDON_MOD;AMIDO DE MANDIOCA MODIFICADO;;portugues
ALMIDON_MOD;ALMIDON_MOD;ALMIDON_MOD;AMIDO DE MILHO MODIFICADO;;portugues
ALMIDON_MOD;ALMIDON_MOD;ALMIDON_MOD;MALTODEXTRINA;;portugues
ALMIDON_MOD;ALMIDON_MOD;ALMIDON_MOD;AMLTODEXTRINA;;portugues
ANNATO;ANNATO;ANNATO;INS 160B;;portugues
ANNATO;ANNATO;ANNATO;COLORAU;;portugues
ANNATO;ANNATO;ANNATO;COLORIFICO;;portugues
ANNATO;ANNATO;ANNATO;CORANTE NATURAL DE URUCM INS160B;;portugues
ANNATO;ANNATO;ANNATO;URUCUM ;;portugues
CAROTENO ;CAROTENO ;CAROTENO ;CAROTENO   ;;portugues
CAROTENO ;CAROTENO ;CAROTENO ;160 A;;portugues
CAROTENO ;CAROTENO ;CAROTENO ;160A;;portugues
CAROTENO;Betacaroteno;CAROTENO;160 A;;portugues
CAROTENO;Betacaroteno;CAROTENO;160A;;portugues
CAROTENO ;CAROTENO ;CAROTENO ;CAROTENO;;portugues
CARAMELO;CARAMELO;CARAMELO;CORANTES CARAMELO;;portugues
CARAMELO;CARAMELO;CARAMELO;CORANTE CARAMELO;;portugues
CARAMELO;CARAMELO;CARAMELO;CORANTE: CARAMELO;;portugues
CARAMELO;CARAMELO;CARAMELO;CORANTE IDENTICO AO NATURAL CARAMELO;;portugues
CARAMELO;CARAMELO;CARAMELO;CORANTE IDENTICO AO NATURAL DE CARAMELO;;portugues
FOSFAT_AL_NA;FOSFAT_AL_NA;FOSFAT_AL_NA;ALUMINIO FOSFATO DE SODIO ;;portugues
FOSFAT_AL_NA;FOSFAT_AL_NA;FOSFAT_AL_NA;FOSFATO DE ALUMINIO E SODIO;;portugues
GOMA;GOMA;GOMA;GOMA BASE;;portugues
TOCOFEROL;TOCOFEROL;TOCOFEROL;ANTIOXIDANTE TOCOFEROL;;portugues
SABORIZANTE;SABORIZANTE;SABORIZANTE;FUMACA;;portugues
SABORIZANTE;SABORIZANTE;SABORIZANTE;AROMA;;portugues
SABORIZANTE;SABORIZANTE;SABORIZANTE;EXTRATO DE GUARANA;;portugues
SABORIZANTE;SABORIZANTE;SABORIZANTE;EXTRATO NATURAL DE GUARANA;;portugues
SABORIZANTE;SABORIZANTE;SABORIZANTE;EXTRATO DE NOZ DE COLA ;;portugues
SABORIZANTE;SABORIZANTE;SABORIZANTE;EXTRATO DE BAUNILHA ;;portugues
SABORIZANTE;SABORIZANTE;SABORIZANTE;EXTRATO VEGETAL DE GUARANA ;;portugues
SABORIZANTE;SABORIZANTE;SABORIZANTE;OLEO ESSENCIAL ;;portugues
SABORIZANTE;SABORIZANTE;SABORIZANTE;SABORIZANTE;;portugues
SABORIZANTE;SABORIZANTE;SABORIZANTE;CONDIMENTO PREPARADO SABOR;;portugues
SABORIZANTE;SABORIZANTE;SABORIZANTE;CONDIMENTOS PREPARADO SABOR;;portugues
SABORIZANTE;SABORIZANTE;SABORIZANTE;VANILINA ;;portugues
FOSFATO;FOSFATO;FOSFATO;FOSFATO;;portugues
ESTEAROIL_LACTILATO;ESTEAROIL_LACTILATO;ESTEAROIL_LACTILATO;ESTEAROIL;;portugues
HIDROXIBENZOATO;HIDROXIBENZOATO;HIDROXIBENZOATO;PARAHIDROXIBENZOATO;;portugues
HIDROXIBENZOATO;HIDROXIBENZOATO;HIDROXIBENZOATO;PARA-HIDROXIBENZOATO;;portugues
HIDROXIBENZOATO;HIDROXIBENZOATO;HIDROXIBENZOATO;P-HIDROXIBENZOATO;;portugues
POLISORBATO;POLISORBATO;POLISORBATO;POLISORBATO;;portugues
QUILAYA;QUILAYA;QUILAYA;QUILAIA;;portugues
RIBOFLAVINA;RIBOFLAVINA;RIBOFLAVINA;RIBOFLAVINA;;portugues
