Nº del SIN;nombre_codex;cod_codex_std;sinonimos;comentarios;idioma
250;250;Nitrito de sodio;E 250;;portugues
250;250;Nitrito de sodio;NITRITO DE SODIO;;portugues
251;251;Nitrato de sodio;INS 251;;portugues
251;251;Nitrato de sodio;NITRATO DE SODIO;;portugues
252;252;Nitrato de potasio;NITRATO DE POTASSIO;;portugues
260;260;Ácido acético, glacial;ACIDO ACETICO GLACIAL;;portugues
263;263;Acetato de calcio;,ACETATO DE CALCIO;;portugues
270;270;Ácido láctico, L-, D- y DL-;ACIDO LACTICO;;portugues
270;270;Ácido láctico, L-, D- y DL-;ACIDO LATICO;;portugues
270;270;Ácido láctico, L-, D- y DL-; L-ACIDO LATICO;;portugues
270;270;Ácido láctico, L-, D- y DL-;D-ACIDO LATICO;;portugues
270;270;Ácido láctico, L-, D- y DL-;INS 270;;portugues
270;270;Ácido láctico, L-, D- y DL-;DL-ACIDO LATICO;;portugues
280;280;Ácido propionico;ACIDO PROPIONICO;;portugues
281;281;Propionato de sodio;PROPIONATO DE SODIO;;portugues
282;282;Propionato de calcio;INS282;;portugues
282;282;Propionato de calcio;INS 282;;portugues
282;282;Propionato de calcio;PROPIONATO DE CALCIO;;portugues
283;283;Propionato de potásio;PROPIONATO DE POTASSIO;;portugues
290;290;Dióxido de carbono;DIOXIDO DE CARBONO;;portugues
296;296;Ácido málico, DL-;ACIDO MALICO;;portugues
296;296;Ácido málico, DL-;DL-ACIDO MALICO;;portugues
297;297;Ácido fumárico;INA 297;;portugues
297;297;Ácido fumárico;ACIDO FUMARICO;;portugues
300;300;Ácido ascórbico, L-;INS300;;portugues
300;300;Ácido ascórbico, L-;INS 300;;portugues
300;300;Ácido ascórbico, L-;ACIDO ASCORBICO;;portugues
300;300;Ácido ascórbico, L-;L-ACIDO ASCORBICO;;portugues
301;301;Ascorbato de sodio;ANTIOXIDANTE ASCORBATO DE SODIO;;portugues
301;301;Ascorbato de sodio;,ASCORBATO DE SODIO;;portugues
302;302;Ascorbato de calcio;ASCORBATO DE CALCIO;;portugues
304;304;Palmitato de ascorbilo;PALMITATO DE ASCORBILA;;portugues
305;305;Estearato de ascorbilo;ESTEARATO DE ASCORBILA;;portugues
310;310;Galato de propilo;PROPIL GALATO;;portugues
310;310;Galato de propilo;PROPILGALATO;;portugues
314;314;Resina de guayaco;RESINA GUAIACA;;portugues
315;315;Ácido eritórbico;ACIDO ERITORBICO;;portugues
315;315;Ácido eritórbico;INS 315;;portugues
315;315;Ácido eritórbico;ACIDO ISOASCOBICO;;portugues
316;316;Eritorbato de sodio ; INS316;;portugues
316;316;Eritorbato de sodio ;ERITORBATO DE SODIO;;portugues
316;316;Eritorbato de sodio ;ISOASCORBATO DE SODIO;;portugues
319;319;Terbutilhidroquinona ;TERC-BUTIL-HIDROQUINONA;;portugues
319;319;Terbutilhidroquinona ;TBHQ;;portugues
320;320;Butilhidroxianisol ;BUTILHIDROXIANISOL;;portugues
320;320;Butilhidroxianisol ;BHA;;portugues
321;321;Butilhidroxitolueno ;BUTILHIDROXITOLUENO;;portugues
321;321;Butilhidroxitolueno ;BHT;;portugues
325;325;Lactato de sodio;INS 325;;portugues
325;325;Lactato de sodio;,LACTATO DE SODIO;;portugues
326;326;Lactato de potasio;LACTATO DE POTASSIO;;portugues
327;327;Lactato de calcio;LACTATO DE CALCIO;;portugues
329;329;Lactato de magnésio, DL-;LACTATO DE MAGNESIO;;portugues
329;329;Lactato de magnésio, DL-;DL-LACTATO DE MAGNESIO;;portugues
330;330;Ácido cítrico;INS330;;portugues
330;330;Ácido cítrico;INS 330;;portugues
330;330;Ácido cítrico;ACIDO CITRICO;;portugues
334;334;Ácido tartárico, L(+)-;ACIDO TARTARICO;;portugues
334;334;Ácido tartárico, L(+)-;L-ACIDO TARTARICO;;portugues
334;334;Ácido tartárico, L(+)-;L+ ACIDO TARTARICO;;portugues
337;337;Tartrato de potasio y sodio, L(+)-;TARTARATO DE SODIO E POTASSIO;;portugues
337;337;Tartrato de potasio y sodio, L(+)-;L-TARTARATO DE SODIO E POTASSIO;;portugues
337;337;Tartrato de potasio y sodio, L(+)-;L+ TARTARATO DE SODIO E POTASSIO;;portugues
338;338;Ácido fosfórico;ACIDO FOSFORICO;;portugues
355;355;Ácido adípico;ACIDO ADIPICO;;portugues
365;365;Fumarato de sodio;FUMARATO DE SODIO;;portugues
380;380;Citrato de triamonio;CITRATO DE TRIAMONIO;;portugues
381;381;Citrato de amonio férrico;CITRATO DE AMONIO FERRICO;;portugues
384;384;Citratos de isopropilo;CITRATOS DE ISOPROPILO;;portugues
385;385;Etilendiaminotetracetato de calcio disódico;INS 385;;portugues
385;385;Etilendiaminotetracetato de calcio disódico;ETILENODIAMINOTETRA-ACETATO DE CALCIO DISSODICO;;portugues
385;385;Etilendiaminotetracetato de calcio disódico;ETILENODIAMINOTETRA ACETATO DE CALCIO DISSODICO;;portugues
386;386;Etilendiaminotetracetato disódico;ETILENODIAMINOTETRA-ACETATO DISSODICO;;portugues
386;386;Etilendiaminotetracetato disódico;ETILENODIAMINOTETRA ACETATO DISSODICO;;portugues
386;386;Etilendiaminotetracetato disódico;E 386;;portugues
386;386;Etilendiaminotetracetato disódico;INS 386;;portugues
386;386;Etilendiaminotetracetato disódico;EDTA;;portugues
388;388;Ácido tiodipropiónico;ACIDO TIODIPROPIONICO;;portugues
389;389;Tiodipropionato de dilaurilo;DILAURIL TIODIPROPIONATO;;portugues
400;400;Ácido algínico;ACIDO ALGINICO;;portugues
401;401;Alginato de sodio;INS401;;portugues
401;401;Alginato de sodio;INS 401;;portugues
401;401;Alginato de sodio;ALGINATO DE SODIO;;portugues
402;402;Alginato de potasio;ALGINATO DE POTASSIO;;portugues
403;403;Alginato de amonio;ALGINATO DE AMONIO;;portugues
404;404;Alginato de calcio;ALGINATO DE CALCIO;;portugues
405;405;Alginato de propilenglicol;ALGINATO DE PROPILENOGLICOL;;portugues
406;406;Agar;ES AGAR;;portugues
406;406;Agar;AGAR-AGAR;;portugues
406;406;Agar;E AGAR;;portugues
407;407;Carragenina;INS407;;portugues
407;407;Carragenina;INS 407;;portugues
407;407;Carragenina;CARRAGENA;;portugues
407;407;Carragenina;CARRAGENINA;;portugues
410;410;Goma de semillas de algarrobo;INS 410;;portugues
410;410;Goma de semillas de algarrobo;INS410;;portugues
410;410;Goma de semillas de algarrobo;GOMA ALFARROBA;;portugues
410;410;Goma de semillas de algarrobo;GOMA JATAI;;portugues
410;410;Goma de semillas de algarrobo;GOMA DE SEMENTE DE ALFARROBA;;portugues
412;412;Goma guar;INS 412;;portugues
412;412;Goma guar;ESPESSANTES GOMAS GUAR E XANTANA;;portugues
412;412;Goma guar;GOMA GUAR;;portugues
413;413;Goma tragacanto;GOMA TRAGACANTO;;portugues
414;414;Goma arábiga ;GOMA ARABICA;;portugues
414;414;Goma arábiga ;GOMA DE ACACIA;;portugues
415;415;Goma xantana;INS415;;portugues
415;415;Goma xantana;INS 415;;portugues
415;415;Goma xantana;ESPESSANTES GOMAS GUAR E XANTANA;;portugues
415;415;Goma xantana;GOMA XANTANA;;portugues
416;416;Goma karaya;GOMA KARAYA;;portugues
417;417;Goma tara;INS417;;portugues
417;417;Goma tara;INS 417;;portugues
417;417;Goma tara;GOMA TARA;;portugues
418;418;Goma gellan;GOMA GELANA;;portugues
419;419;Goma ghatti;GOMA GHATTI;;portugues
421;421;Manitol;MANITOL;;portugues
422;422;Glicerol;INS 422;;portugues
422;422;Glicerol;GLICERINA;;portugues
422;422;Glicerol;ESTABILIZANTE GLICEROL;;portugues
422;422;Glicerol;UMECTANTE GLICEROL;;portugues
422;422;Glicerol;,GLICEROL;;portugues
423;423;Ácido octenilsuccínico ;ACIDO OCTENIL SUCCINICO;;portugues
423;423;Ácido octenilsuccínico ;ACIDO SUCCINICO;;portugues
423;423;Ácido octenilsuccínico ;GOMA ACACIA MODIFICADA;;portugues
424;424;Curdlan;GOMA CURDLANA;;portugues
424;424;Curdlan;CURDLAN;;portugues
425;425;Harina konjac;FARINHA DE KONJAC;;portugues
427;427;Goma de acacia;GOMA ACACIA;;portugues
430;430;Estearato de polioxietileno (8);ESTEARATO DE POLIOXIETILENO 8;;portugues
430;430;Estearato de polioxietileno (8);ESTEARATO DE POLIOXIETILENO 8;;portugues
431;431;Estearato de polioxietileno (40);ESTEARATO DE POLIOXIETILENO 40;;portugues
431;431;Estearato de polioxietileno (40);ESTEARATO DE POLIOXIETILENO 40;;portugues
432;432;Monalaurato de sorbitán polioxietinelado (20);MONOLAURATO DE SORBITANO EM POLIOXIETILENO 20;;portugues
432;432;Monalaurato de sorbitán polioxietinelado (20);MONOLAURATO DE SORBITANO EM POLIOXIETILENO 20;;portugues
433;433;Monooleato de sorbitán polioxietinelado (20);INS 433;;portugues
433;433;Monooleato de sorbitán polioxietinelado (20);MONOOLEATO DE SORBITANO EM POLIOXIETILENO 20;;portugues
433;433;Monooleato de sorbitán polioxietinelado (20);POLISORBATO 80;;portugues
433;433;Monooleato de sorbitán polioxietinelado (20);MONOOLEATO DE SORBITANO EM POLIOXIETILENO 20;;portugues
434;434;Monopalmitato de sorbitán polioxietinelado (20);MONOPALMITATO DE POLIOXIETILENO 20 SORBITANO;;portugues
434;434;Monopalmitato de sorbitán polioxietinelado (20);MONOPALMITATO DE POLIOXIETILENO 20 SORBITANO;;portugues
435;435;Monoesterato de sorbitán polioxietinelado (20);INS 435;;portugues
435;435;Monoesterato de sorbitán polioxietinelado (20);MONOESTEARATO DE POLIOXIETILENO 20 SORBITANO;;portugues
435;435;Monoesterato de sorbitán polioxietinelado (20);MONOESTEARATO DE POLIOXIETILENO 20 SORBITANO;;portugues
436;436;Triestearato de sorbitán polioxietinelado (20);TRIESTEARATO DE POLIOXIETILENO 20 SORBITANO ;;portugues
436;436;Triestearato de sorbitán polioxietinelado (20);TRIESTEARATO DE POLIOXIETILENO 20 SORBITANO ;;portugues
437;437;Polisacárido de semillas de tamarindo;POLISSACARIDEO DE SEMENTE DE TAMARINDO;;portugues
437;437;Polisacárido de semillas de tamarindo;POLISSACARIDEO DE SEMENTE DE TAMARINDUS;;portugues
440;440;Pectinas;INS440;;portugues
440;440;Pectinas;INS 440;;portugues
440;440;Pectinas;PECTINA;;portugues
442;442;Sales amónicas del ácido fosfatídico;SAIS DE AMONIO DE ACIDO FOSFATIDICO;;portugues
444;444;Acetato isobutirato de sacarosa;ISOBUTIRATO DE ACETATO DE SACAROSE;;portugues
457;457;Ciclodextrina, alfa-;ALFA-CICLODEXTRINA;;portugues
457;457;Ciclodextrina, alfa-;ALFA CICLODEXTRINA;;portugues
457;457;Ciclodextrina, alfa-;ALFACICLODEXTRINA;;portugues
457;457;Ciclodextrina, alfa-;CICLODEXTRINA-ALFA;;portugues
458;458;Ciclodextrina, gamma-;GAMA-CICLODEXTRINA;;portugues
458;458;Ciclodextrina, gamma-;GAMA CICLODEXTRINA;;portugues
458;458;Ciclodextrina, gamma-;GAMACICLODEXTRINA;;portugues
458;458;Ciclodextrina, gamma-;CICLODEXTRINA-GAMA;;portugues
459;459;Ciclodextrina, beta-;BETA-CICLODEXTRINA;;portugues
459;459;Ciclodextrina, beta-;BETA CICLODEXTRINA;;portugues
459;459;Ciclodextrina, beta-;BETACICLODEXTRINA;;portugues
459;459;Ciclodextrina, beta-;CICLODEXTRINA-BETA;;portugues
461;461;Metilcelulosa;,METILCELULOSE;;portugues
462;462;Etil celulosa;,ETILCELULOSE;;portugues
462;462;Etil celulosa;ETIL CELULOSE;;portugues
463;463;Hidroxipropilcelulosa;HIDROXIPROPILCELULOSE;;portugues
464;464;Hidroxipropilmetilcelulosa;HIDROXIPROPILMETILCELULOSE;;portugues
465;465;Metiletilcelulosa;METIL ETIL CELULOSE;;portugues
466;466;Carboximetilcelulosa sódica;ESPESSANTE CMC;;portugues
466;466;Carboximetilcelulosa sódica;CARBOXIMETILCELULOSE DE SODIO;;portugues
466;466;Carboximetilcelulosa sódica;INS 466;;portugues
466;466;Carboximetilcelulosa sódica;INS466;;portugues
466;466;Carboximetilcelulosa sódica;GOMA CELULOSE;;portugues
466;466;Carboximetilcelulosa sódica;GOMA DE CELULOSE;;portugues
466;466;Carboximetilcelulosa sódica; CARBOXIMETILCELULOSE ;;portugues
467;467;Etilhidroxietilcelulosa;ETILHIDROXIETILCELULOSE;;portugues
468;468;Carboximetilcelulosa sódica reticulada;CARBOXIMETILCELULOSE DE SODIO RETICULADA;;portugues
468;468;Carboximetilcelulosa sódica reticulada;GOMA DE CELULOSE RETICULADA;;portugues
469;469;Carboximetilcelulosa sódica, hidrolizada mediante enzimas ;CARBOXIMETILCELULOSE SODICA HIDROLISADA POR ENZIMAS;;portugues
469;469;Carboximetilcelulosa sódica, hidrolizada mediante enzimas ;GOMA DE CELULOSE HIDROLISADA ENZIMATICA;;portugues
471;471;Monoglicéridos y diglicéridos de ácidos grasos;INS471;;portugues
471;471;Monoglicéridos y diglicéridos de ácidos grasos;INS 471;;portugues
471;471;Monoglicéridos y diglicéridos de ácidos grasos;MONO E DIGLICERIDEOS  ;;portugues
471;471;Monoglicéridos y diglicéridos de ácidos grasos;MONO E DIGLICERIDEO DE ACIDOS GRAXOS;;portugues
471;471;Monoglicéridos y diglicéridos de ácidos grasos;MONO E DIGLICERIDEOS DE ACIDOS GRAXOS;;portugues
471;471;Monoglicéridos y diglicéridos de ácidos grasos;MONOGLICERIDEOS E DIGLICERIDEOS DE ACIDOS GRAXOS;;portugues
473;473;Sucroésteres de ácidos grasos;ESTERES DE SACAROSE DE ACIDOS GRAXOS;;portugues
474;474;Sucroglicéridos;SUCROGLICERIDEOS;;portugues
474;474;Sucroglicéridos;SUCROGLICERIDEO;;portugues
475;475;Ésteres poliglicéridos de ácidos grasos;ESTERES DE POLIGLICEROL DE ACIDOS GRAXOS;;portugues
475;475;Ésteres poliglicéridos de ácidos grasos;ESTER DE POLIGLICEROL DE ACIDOS GRAXOS;;portugues
476;476;Ésteres poliglicéridos de ácido ricinoléico interesterificado;ESTERES DE POLIGLICEROL DE ACIDO RICINOLEICO INTERESTERIFICADO;;portugues
476;476;Ésteres poliglicéridos de ácido ricinoléico interesterificado;INS 476;;portugues
476;476;Ésteres poliglicéridos de ácido ricinoléico interesterificado;ESTER DE POLIGLICEROL DE ACIDO RICINOLEICO INTERESTERIFICADO;;portugues
477;477;Ésteres de propilenglicol de ácidos grasos;INS 477;;portugues
477;477;Ésteres de propilenglicol de ácidos grasos;INS477;;portugues
477;477;Ésteres de propilenglicol de ácidos grasos;ESTERES DE PROPILENOGLICOL DE ACIDOS GRAXOS;;portugues
477;477;Ésteres de propilenglicol de ácidos grasos;ESTER DE PROPILENOGLICOL DE ACIDOS GRAXOS;;portugues
479;479;Aceite de soja oxidado con procedimiento térmico interaccionado con monoglicéridos y diglicéridos de ácidos grasos;OLEO DE SOJA OXIDADO TERMICAMENTE INTERAGIU COM MONOGLICERIDEOS E DIGLICERIDEOS DE ACIDOS GRAXOS;;portugues
480;480;Dioctil sulfosuccinato de sodio;DIOCTILSULFOSUCCINATO DE SODIO;;portugues
480;480;Dioctil sulfosuccinato de sodio;DIOCTIL SULFOSUCCINATO DE SODIO;;portugues
483;483;Tartrato de estearilo;TARTARATO DE ESTEARIL;;portugues
484;484;Citrato de estearilo;CITRATO DE ESTEARIL;;portugues
491;491;Monoestearato de sorbitán;INS 491;;portugues
491;491;Monoestearato de sorbitán;MONOESTEARATO DE SORBITANO;;portugues
492;492;Triestearato de sorbitán;INS 492;;portugues
492;492;Triestearato de sorbitán;TRIESTERATO DE SORBITANA;;portugues
492;492;Triestearato de sorbitán;TRISTEARATO DE SORBITANO;;portugues
493;493;Monolaurato de sorbitán;MONOLAURATO DE SORBITANO;;portugues
494;494;Monooleato de sorbitán;MONOOLEATO DE SORBITANO;;portugues
495;495;Monopalmitato de sorbitán;MONOPALMITATO DE SORBITANO;;portugues
507;507;Ácido clorhídrico;ACIDO CLORIDRICO;;portugues
508;508;Cloruro de potasio;CLORETO DE POTASSIO;;portugues
509;509;Cloruro de calcio;CLORETO DE CALCIO;;portugues
510;510;Cloruro de amonio;CLORETO DE AMONIO;;portugues
511;511;Cloruro magnésico;CLORETO DE MAGNESIO;;portugues
512;512;Cloruro estañoso;CLORETO ESTANOSO;;portugues
516;516;Sulfato de calcio;SULFATO DE CALCIO;;portugues
518;518;Sulfato de magnesio;SULFATO DE MAGNESIO;;portugues
520;520;Sulfato de aluminio;SULFATO DE ALUMINIO;;portugues
523;523;Sulfato de aluminio y amonio;SULFATO DE AMONIO DE ALUMINIO;;portugues
523;523;Sulfato de aluminio y amonio;SULFATO DE ALUMINIO;;portugues
523;523;Sulfato de aluminio y amonio;SULFATO DE AMONIA;;portugues
524;524;Hidróxido de sodio;INS 524;;portugues
524;524;Hidróxido de sodio;HIDROXIDO DE SODIO;;portugues
525;525;Hidróxido de potasio;HIDROXIDO DE POTASSIO;;portugues
526;526;Hidróxido de calcio;HIDROXIDO DE CALCIO;;portugues
527;527;Hidróxido de amónio;HIDROXIDO DE AMONIO;;portugues
528;528;Hidróxido de magnesio;HIDROXIDO DE MAGNESIO;;portugues
529;529;Óxido de calcio;,OXIDO DE CALCIO;;portugues
530;530;Óxido de magnesio;OXIDO DE MAGNESIO;;portugues
535;535;Ferrocianuro de sodio;FERROCIANETO DE SODIO;;portugues
536;536;Ferrocianuro de potasio;FERROCIANETO DE POTASSIO;;portugues
538;538;Ferrocianuro de calcio;FERROCIANETO DE CALCIO;;portugues
539;539;Tiosulfato de sodio;TIOSSULFATO DE SODIO;;portugues
542;542;Fosfato de huesos;FOSFATO OSSEO;;portugues
551;551;Dióxido de silicio amorfo;DIOXIDO DE SILICIO ;;portugues
551;551;Dióxido de silicio amorfo;DIOXIDO DE SILICIO AMORFO;;portugues
552;552;Silicato de calcio;SILICATO DE CALCIO;;portugues
554;554;Silicato de sodio y aluminio;SILICATO DE ALUMINIO E SODIO;;portugues
556;556;Silicato de aluminio y calcio;SILICATO DE CALCIO E ALUMINIO;;portugues
559;559;Silicato de aluminio;SILICATO DE ALUMINIO;;portugues
575;575;Glucono-delta-lactona;GLUCONO-DELTA-LACTONA;;portugues
575;575;Glucono-delta-lactona;INS 575;;portugues
575;575;Glucono-delta-lactona;GLUCONO DELTA LACTONA;;portugues
576;576;Gluconato de sodio;GLUCONATO DE SODIO;;portugues
577;577;Gluconato de potásio;GLUCONATO DE POTASSIO;;portugues
578;578;Gluconato de calcio;GLUCONATO DE CALCIO;;portugues
579;579;Gluconato ferroso;GLUCONATO FERROSO;;portugues
580;580;Gluconato de magnésio;GLUCONATO DE MAGNESIO;;portugues
585;585;Lactato ferroso;LACTATO FERROSO;;portugues
620;620;Ácido glutámico, L(+)-;ACIDO GLUTAMICO;;portugues
620;620;Ácido glutámico, L(+)-;L-ACIDO GLUTAMICO;;portugues
620;620;Ácido glutámico, L(+)-;L+ ACIDO GLUTAMICO;;portugues
621;620;Glutamato monosódico, L-;621;;portugues
621;621;Glutamato monosódico, L-;GLUTAMATO DE SODIO;;portugues
621;621;Glutamato monosódico, L-;GLUTAMAMTO MONOSSODICO;;portugues
621;621;Glutamato monosódico, L-;GLUTAMATO MONOSSODICO;;portugues
621;621;Glutamato monosódico, L-;INS621;;portugues
621;621;Glutamato monosódico, L-;INS 621;;portugues
621;621;Glutamato monosódico, L-;L-GLUTAMATO MONOSSODICO;;portugues
622;622;Glutamato monopotassium, L-;GLUTAMATO DE MONOPOTASSIO;;portugues
622;622;Glutamato monopotassium, L-;L-GLUTAMATO DE MONOPOTASSIO;;portugues
623;623;Glutamato de calcium, di-L-;GLUTAMATO DE CALCIO;;portugues
623;623;Glutamato de calcium, di-L-;DIGLUTAMATO DE CALCIO;;portugues
623;623;Glutamato de calcium, di-L-;DI-GLUTAMATO DE CALCIO;;portugues
623;623;Glutamato de calcium, di-L-;L-GLUTAMATO DE CALCIO;;portugues
624;624;Glutamato monoamónico, L-;GLUTAMATO DE MONOAMONIO, L-;;portugues
624;624;Glutamato monoamónico, L-;L-GLUTAMATO DE MONOAMONIO;;portugues
625;625;Glutamato de magnesio, di-L-;GLUTAMATO DE MAGNESIO;;portugues
625;625;Glutamato de magnesio, di-L-;DIGLUTAMATO DE MAGNESIO;;portugues
625;625;Glutamato de magnesio, di-L-;DI-GLUTAMATO DE MAGNESIO;;portugues
625;625;Glutamato de magnesio, di-L-;L-GLUTAMATO DE MAGNESIO;;portugues
626;626;Ácido guanílico, 5'-;ACIDO GUANILICO;;portugues
626;626;Ácido guanílico, 5'-;5'-ACIDO GUANILICO;;portugues
627;627;Guanilato disódico, 5'-;GUANILATO DISSODICO;;portugues
627;627;Guanilato disódico, 5'-;5'-GUANILATO DISSODICO;;portugues
628;628;Guanilato dipotásico, 5'-;GUANILATO DIPOTASSICO;;portugues
628;628;Guanilato dipotásico, 5'-;5'-GUANILATO DIPOTASSICO;;portugues
629;629;Guanilato de calcio, 5'-;GUANILATO DE CALCIO;;portugues
629;629;Guanilato de calcio, 5'-;5'-GUANILATO DE CALCIO;;portugues
630;630;Ácido inosínico, 5'-;ACIDO INOSINICO;;portugues
630;630;Ácido inosínico, 5'-;5'-ACIDO INOSINICO;;portugues
631;631;Inosinato disódico, 5'-;INOSINATO DE SODIO;;portugues
631;631;Inosinato disódico, 5'-;INOSINATO DISSODICO;;portugues
631;631;Inosinato disódico, 5'-;5'-INOSINATO DISSODICO;;portugues
632;632;Inosinato de potasio, 5’-;INOSINATO DE POTASSIO, 5'-;;portugues
632;632;Inosinato de potasio, 5’-;5'-INOSINATO DE POTASSIO;;portugues
633;633;Inosinato de calcio, 5'-;INOSINATO DE CALCIO;;portugues
633;633;Inosinato de calcio, 5'-;5'-INOSINATO DE CALCIO;;portugues
634;634;Ribonucleótidos de calcio, 5'-;RIBONUCLEOTIDEOS DE CALCIO;;portugues
634;634;Ribonucleótidos de calcio, 5'-;5'-RIBONUCLEOTIDEOS DE CALCIO;;portugues
635;635;Ribonucleótidos de sodio, 5'-;RIBONUCLEOTIDEOS DE SODIO;;portugues
635;635;Ribonucleótidos de sodio, 5'-;5'-RIBONUCLEOTIDEOS DE SODIO;;portugues
636;636;Maltol;,MALTOL;;portugues
637;637;Etilmaltol;ETIL MALTOL;;portugues
637;637;Etilmaltol;ETILMALTOL;;portugues
901;901;Cera de abejas;CERA DE ABELHA;;portugues
902;902;Cera candelilla;CERA DE CANDELINHA;;portugues
903;903;Cera carnauba;CERA DE CARNAUBA;;portugues
904;904;Goma laca, blanqueada;GOMA-LACA, BRANQUEADA;;portugues
904;904;Goma laca, blanqueada;GOMA-LACA;;portugues
904;904;Goma laca, blanqueada;GOMA LACA;;portugues
907;907;Poli-1-deceno hidrogenado;POLI-1-DECENO HIDROGENADO;;portugues
907;907;Poli-1-deceno hidrogenado;POLI1DECENO HIDROGENADO;;portugues
907;907;Poli-1-deceno hidrogenado;POLIDECENO HIDROGENADO;;portugues
925;925;Cloro;,CLORO;;portugues
928;928;Peróxido de benzoílo;PEROXIDO DE BENZOILA;;portugues
941;941;Nitrógeno;NITROGENIO;;portugues
941;941;Nitrógeno;AZOTO;;portugues
942;942;Óxido nitroso;OXIDO NITROSO;;portugues
950;950;Acesulfame de potasio;ACESSULFAME-K;;portugues
950;950;Acesulfame de potasio;ACESULFAME-K;;portugues
950;950;Acesulfame de potasio;ACESSULFAME K;;portugues
950;950;Acesulfame de potasio;ACESULFAME K;;portugues
950;950;Acesulfame de potasio;INS 950;;portugues
950;950;Acesulfame de potasio;ACESSULFAME DE POTASSIO;;portugues
950;950;Acesulfame de potasio;ACESSULFAME DE POTASSIO;;portugues
950;950;Acesulfame de potasio;ACESULFAME DE POTASSIO;;portugues
951;951;Aspartamo;INS 951;;portugues
951;951;Aspartamo;APSPARTAME;;portugues
951;951;Aspartamo;ASPARTAME;;portugues
951;951;Aspartamo;ASPARTAMO;;portugues
951;951;Aspartamo;ASPARTAMA;;portugues
953;953;Isomaltol ;ISOMALT;;portugues
953;953;Isomaltulosa hidrogenada;ISOMALTULOSE HIDROGENADA;;portugues
955;955;Sucralosa ;INS 955;;portugues
955;955;Sucralosa ;SUCRALOSE;;portugues
955;955;Sucralosa ;TRICLOROGALACTOSSACAROSE;;portugues
955;955;Sucralosa ;TRICLORO GALACTOSE SACAROSE;;portugues
956;956;Alitame;ALITAME;;portugues
957;957;Taumatina;TAUMATINA;;portugues
961;961;Neotamo;NEOTAME;;portugues
962;962;Sal de aspartamo y acesulfamo;SAL ASPARTAME ACESSULFAME;;portugues
962;962;Sal de aspartamo y acesulfamo;SAL DE ASPARTAME ACESSULFAME;;portugues
962;962;Sal de aspartamo y acesulfamo;SAL ASPARTAME-ACESSULFAME;;portugues
962;962;Sal de aspartamo y acesulfamo;SAL DE ASPARTAME-ACESSULFAME;;portugues
962;962;Sal de aspartamo y acesulfamo;SAL ASPARTAME;;portugues
962;962;Sal de aspartamo y acesulfamo;SAL DE ASPARTAME;;portugues
962;962;Sal de aspartamo y acesulfamo;SAL ACESSULFAME;;portugues
962;962;Sal de aspartamo y acesulfamo;SAL DE ACESSULFAME;;portugues
964;964;Jarabe de poliglicitol;XAROPE DE POLIGLICITOL;;portugues
966;966;Lactitol;LACTITOL;;portugues
967;967;Xilitol;XILITOL;;portugues
968;968;Eritritol;INS968;;portugues
968;968;Eritritol;ERITRITOL;;portugues
969;969;Advantame;ADVANTAME;;portugues
1102;1102;Oxidasa de glucosa;GLICOSE OXIDASE;;portugues
1102;1102;Oxidasa de glucosa;GLUCOSE OXIDASE;;portugues
1103;1103;Invertasas;INVERTASE;;portugues
1104;1104;Lipasas;LIPASES;;portugues
1104;1104;Lipasas;LIPASE;;portugues
1105;1105;Hidrocloruro de lisozima;CLORIDRATO DE LISOZIMA;;portugues
1200;1200;Polidextrosa;POLIDEXTROSE;;portugues
1201;1201;Polivinilpirrolidona;POLIVINILPIRROLIDONA;;portugues
1201;1201;Polivinilpirrolidona;POVIDONA;;portugues
1201;1201;Polivinilpirrolidona;PVP;;portugues
1202;1202;Polivinilpirrolidona insoluble;POLIVINILPIRROLIDONA INSOLÚVEL;;portugues
1202;1202;Polivinilpirrolidona insoluble;POVIDONA INSOLÚVEL;;portugues
1203;1203;Alcohol polivinílico;ALCOOL POLIVINILICO;;portugues
1203;1203;Alcohol polivinílico;PVOH;;portugues
1204;1204;Pullulan;PULLULAN;;portugues
1204;1204;Pullulan;PULULANO;;portugues
1205;1205;Copolímero de metacrilato básico ;COPOLIMERO DE METACRILATO BASICO;;portugues
1205;1205;Copolímero de metacrilato básico ;POLIMERO DE METACRILATO BASICO;;portugues
1209;1209;Polietilenglicol;ALCOOL POLIVINILICO PVA- COPOLIMERO DE ENXERTO DE POLIETILENO GLICOL;;portugues
1209;1209;Polietilenglicol;COPOLIMERO DE ENXERTO DE ALCOOL POLIVINILICO-POLIETILNOGLICOL ;;portugues
1209;1209;Polietilenglicol;COPOLIMERO DE ENXERTO DE ALCOOL POLIVINILICO POLIETILNOGLICOL ;;portugues
1209;1209;Polietilenglicol;POLIETILENO GLICOL;;portugues
1209;1209;Polietilenglicol;POLIETILENOGLICOL;;portugues
1400;1400;Dextrinas;,DEXTRINAS;;portugues
1400;1400;Dextrinas;,DEXTRINA;;portugues
1400;1400;Dextrinas;AMIDO TORRADO;;portugues
1401;1401;Almidón tratado con ácido;AMIDO TRATADO COM ACIDO;;portugues
1402;1402;Almidón tratado con álcalis;AMIDO TRATADO ALCALINO;;portugues
1403;1403;Almidón blanqueado;AMIDO BRANQUEADO;;portugues
1404;1404;Almidón oxidado;AMIDO OXIDADO;;portugues
1405;1405;Almidones tratados con enzimas;AMIDO TRATADO COM ENZIMA;;portugues
